domain,name,city,state,clia_number,lab_type,test_volume
doh.vi.gov,US VI TERRITORIAL PUBLIC HEALTH LABORATORY,CHRISTIANSTED,VI,48D2179122,REFERENCE,5000
calculilab.com,CALCULI REFERENCE LABORATORY INC,MECHANICSVILLE,VA,49D0933730,REFERENCE,3000
arlingtonva.us,ARLINGTON COUNTY FIRE DEPARTMENT,ARLINGTON,VA,49D2140324,REFERENCE,900
fairfaxcounty.gov,BURKHOLDER PUBLIC HEALTH LABORATORY,FAIRFAX,VA,49D2210189,REFERENCE,9500
vericarelabs.com,VERICARE LABORATORIES,RICHMOND,VA,49D2316990,REFERENCE,136800
vmfh.org,VIRGINIA MASON FRANCISCAN HEALTH,BREMERTON,WA,50D2318379,REFERENCE,165650
testmenu.com,MULTICARE TOXICOLOGY LABORATORY,TUKWILA,WA,50D2325997,REFERENCE,8000
euc.vmfh.org,VIRGINIA MASON FRANCISCAN HEALTH EMERGENCY &,PORT ORCHARD,WA,50D2333889,REFERENCE,162230
incytediagnostics.com,INCYTE PATHOLOGY - RICHLAND BRANCH,RICHLAND,WA,50D2335136,REFERENCE,4000
incdx.com,INCYTE PATHOLOGY - TUKWILA BRANCH,TUKWILA,WA,50D2335140,REFERENCE,4000
swisherlab.org,SWISHER LAB FOR GYNECOLOGIC CANCER RESEARCH,SEATTLE,WA,50D2336332,REFERENCE,500
bcdctesting.com,BELMAR CARDIOPULMONARY DIAGNOSTICS CENTER,BELLEVUE,WA,50D2338427,REFERENCE,250
womenshealthwv.org,WOMEN'S HEALTH CENTER OF WEST VIRGINIA,CHARLESTON,WV,51D0234323,REFERENCE,482
uhswv.com,ST MARY'S MEDICAL CENTER HIMG,HUNTINGTON,WV,51D0235176,REFERENCE,1104256
froedtert.com,FROEDTERT & THE MEDICAL COLLEGE CP MEQUON,MEQUON,WI,52D2135321,REFERENCE,716320
city.milwaukee.gov,CITY OF MILWAUKEE STD CLINIC LABORATORY,MILWAUKEE,WI,52D0860363,REFERENCE,15716
coppelabs.com,COPPE LABORATORIES,WAUKESHA,WI,52D0921062,REFERENCE,222
uwlax.edu,MICROBIOLOGY RESEARCH LABORATORY,LA CROSSE,WI,52D1019319,REFERENCE,13885
health.wyo.gov,WYOMING PUBLIC HEALTH LABORATORY,CHEYENNE,WY,53D0662169,REFERENCE,39792
dhawy.com,DIGESTIVE HEALTH ASSOCIATES PATHOLOGY LABORATORY,CHEYENNE,WY,53D2112143,REFERENCE,3261
doh.as,AMERICAN SAMOA DEPT OF HEALTH CLINICAL LAB,PAGO PAGO,AS,64D1048456,REFERENCE,3155
dphss.guam.gov,GUAM DEPT PUBLIC HLTH & SOC SVCS CENTRAL LAB,TAMUNING,GU,65D0662216,REFERENCE,24507
jilab.fi,JILAB INC,nan,FN,99D2280565,REFERENCE,600
