name,domain,city,state,clia_number
LABORATORIO  CLINICO Y BACTERIOLOGICO MONTEMAR,laboratoriomontemar.com,BARCELONETA,PR,40D1046933
QUEST DIAGNOSTICS,locations.questdiagnostics.com,MANATI,PR,40D1047315
LABORATORIO CLINICO LOS PINOS,lablospinos.com,ARECIBO,PR,40D1059872
LABORATORIO CLINICO FREYTES,puertoricoindex.com,LOIZA,PR,40D1060233
LABORATORIO CLINICO Y BACTERIOLOGICO DEL NORTE,puertoricoindex.com,HATILLO,PR,40D1061914
LABORATORIO CLINICO ESCRIBANO,misresultados.com,ARECIBO,PR,40D1065106
LABORATORIO CLINICO KARYNELL,superpagespr.com,AGUADA,PR,40D1067605
LABORATORIO CLINICO ROLON EL JUNCO,waze.com,ARECIBO,PR,40D1067611
LABORATORIO CLINICO EMANUEL INC,laboratorioemanuel.com,BARRANQUITAS,PR,40D1067731
LABORATORIO CLINICO VILLA  ANA CAGUAS III,laboratoriovillaana.com,CAGUAS,PR,40D1068774
LAB CLINICO BORINQUEN - CAGUAS RALPH,laboratoriosborinquen.com,CAGUAS,PR,40D1068825
LABORATORIO CLINICO CUBA,puertoricoindex.com,MOCA,PR,40D1069513
LABORATORIO CLINICO Y BACTERIOLOGICO GLADYAN,laboratoriogladyan.com,YABUCOA,PR,40D1070598
LABORATORIO CLINICO LLANADAS,vitadox.com,BARCELONETA,PR,40D1071152
LABORATORIO CLINICO BORINQUEN LOS PRADOS,laboratoriosborinquen.com,CAGUAS,PR,40D1072090
LABORATORIO CLINICO MEDITECH,laboratoriosmeditech.com,RIO GRANDE,PR,40D1083892
LABORATORIO CLINICO CONSTANCIA,premiummscpr.com,HORMIGUEROS,PR,40D1088497
LABORATORIO CLINICO PONCENO,labclinicoponceno.com,PONCE,PR,40D1088498
LABORATORIO CLINICO JERUSALEN,puertoricocercademi.com,MAYAGUEZ,PR,40D1089465
LABORATORIO CLINICO AVANZADO EMMANUEL INC,labemmanuel.com,MANATI,PR,40D1090756
LABORATORIO CLINICO IRIZARRY GUASCH,milaboratoriopr.com,PONCE,PR,40D1092622
PROFESSIONAL HOSPITAL GUAYNABO,professionalhospital.net,GUAYNABO,PR,40D1092624
LABORATORIO CLINICO VILLA ANA,laboratoriovillaana.com,CAGUAS,PR,40D1094840
LABORATORIO CLINICO RIAZA,misresultados.com,SAN JUAN,PR,40D1095483
LABORATORIO CLINICO IRIZARRY GUASCH MIRADERO,milaboratoriopr.com,MAYAGUEZ,PR,40D1095984
LABORATORIO CLINICO LORIMAR,,AGUADA,PR,40D1096293
LABORATORIO CLINICO FERNANDEZ II,laboratoriofernandez.com,LARES,PR,40D1098403
LABORATORIO CLINICO DEL ATLANTICO,misresultados.com,ARECIBO,PR,40D1099014
LABORATORIO CLINICO MARBELLA,misresultados.com,VEGA BAJA,PR,40D1100145
LABORATORIO CLINICO IRIZARRY GUASCH,milaboratoriopr.com,AGUADILLA,PR,40D1102307
LABORATORIO CLINICO MARIELYS INC,,BAYAMON,PR,40D1102757
LABORATORIO CLINICO METROPOLIS,laboratoriometropolis.com,CAROLINA,PR,40D1102872
LABORATORIO CLINICO EMANUEL,laboratorioemanuel.com,DORADO,PR,40D1106035
ATLANTIC PATHOLOGY,atlanticpathology.com,MANATI,PR,40D1106521
LABORATORIO CLINICO MEDIA LUNA,vitadox.com,TOA BAJA,PR,40D1107086
LABORATORIO CLINICO BORINQUEN - DORADO,laboratoriosborinquen.com,DORADO,PR,40D1107161
LABORATORIO CLINICO BARRAZAS,laboratoriobarrazas2.com,CAROLINA,PR,40D2000937
LABORATORIO CLINICO FIGUEROA,npiindex.com,VEGA BAJA,PR,40D2000974
LABORATORIO CLINICO GENETIC SCIENCE LABORATORY,npiindex.com,GUAYNABO,PR,40D2002884
LABORATORIO CLINICO ALONDRA,superpagespr.com,VEGA ALTA,PR,40D2003351
LABORATORIO CLINICO ESCRIBANO,misresultados.com,SABANA HOYOS,PR,40D2003455
LABORATORIO CLINICO BIO MAS,biomaspr.com,BAYAMON,PR,40D2003981
LABORATORIO CLINICO Y BACTERIOLOGICO GENESIS II,labgenesispr.com,PATILLAS,PR,40D2009736
LABORATORIO CLINICO BACTERIOLOGICO SAN ANTONIO II,vitadox.com,AGUADILLA,PR,40D2015273
LABORATORIO CLINICO EASTERN VALLEY,misresultados.com,FAJARDO,PR,40D2017180
LABORATORIO CLINICO BORINQUEN-MANATI,laboratoriosborinquen.com,MANATI,PR,40D2017474
"HEALTHCARE AMBULATORY SERVICES, INC",puerto-rico.worldplaces.me,CAGUAS,PR,40D2024079
LABORATORIO CLINICO BORINQUEN-ITURREGUI PLAZA,laboratoriosborinquen.com,SAN JUAN,PR,40D2024597
LABORATORIO CLINICO PASEO DEL SUR,npidashboard.com,PONCE,PR,40D2026069
LABORATORIO CLINICO LA VICTORIA,cybo.com,SAN SEBASTIAN,PR,40D2026774
LABORATORIO CLINICO DEL TOA,labdeltoa.com,TOA ALTA,PR,40D2027375
LABORATORIO CLINICO ISLA CENTRO TOA ALTA,islacentro.wixsite.com,TOA ALTA,PR,40D2027377
LABORATORIO CLINICO BULEVAR,labclcoamo.com,COAMO,PR,40D2030974
LABORATORIO CLINICO FERNANDEZ 1,saludmedica.com,LARES,PR,40D2031235
LABORATORIO CLINICO CARIBE,vitadox.com,MOCA,PR,40D2031886
QUEST DIAGNOSTICS LAB DE ANALISIS CLINICO,questdiagnostics.com,BAYAMON,PR,40D2035090
LABORATORIO CLINICO TIAGO,laboratorioclinicocorozalpr.com,COROZAL,PR,40D2037156
LABORATORIO CLINICO ESCENICO,pr.eldirectorio.co,ARECIBO,PR,40D2040079
LABORATORIO CLINICO PARQUE ESCORIAL,labsclinicospr.com,SAN JUAN,PR,40D2041973
LABORATORIO CLINICO DOCTOR CENTER CUBUY,doctorcenterlab.com,CANOVANAS,PR,40D2046807
LABORATORIO CLINICO ROLON,vitadox.com,ARECIBO,PR,40D2047660
"LABORATORIO CIMA CAMINO NUEVO, INC",labcima.com,YABUCOA,PR,40D2047664
LABORATORIO CLINICO CAIMITO,waze.com,SAN JUAN,PR,40D2048021
LABORATORIO TERESITA,laboratorioteresita.com,CAGUAS,PR,40D2050597
LABORATORIO CLINICO TRIXYMAR PLAZA DEL MAR,labtrixymar.com,HUMACAO,PR,40D2050600
LABORATORIO CLINICO BONET HERNANDEZ,saludmedica.com,BARCELONETA,PR,40D2052963
LABORATORIO CLINICO MED-LAB,laboratorioclinico-medlab.com,SAN SEBASTIAN,PR,40D2053249
LABORATORIO CLINICO YENIMARIS,labclinicoyenimaris.com,CAROLINA,PR,40D2053476
LABORATORIO CLINICO LA MONSERRATE,laboratoriolamonserratepr.com,MAYAGUEZ,PR,40D2054127
LABORATORIO CLINICO MARTIN,labmartin.com,BAYAMON,PR,40D2056342
LABORATORIO CLINICO LA MORENITA,puerto-rico.worldplaces.me,BAYAMON,PR,40D2058420
LABORATORIO CLINICO PLAZA CAPARRA,labplazacaparra.com,GUAYNABO,PR,40D2058614
LABORATORIO CLINICO SHADDAI,vitadox.com,QUEBRADILLAS,PR,40D2059616
LABORATORIO CLINICO BORINQUEN-WINSTON CHURCHILL,laboratoriosborinquen.com,SAN JUAN,PR,40D2061231
LABORATORIO CLINICO VILLA ANA III,laboratoriovillaana.com,JUNCOS,PR,40D2062720
LABORATORIO CLINICO ISLAMAR,,ARROYO,PR,40D2065068
LABORATORIO CLINICO IRIZARRY GUASCH,milaboratoriopr.com,CABO ROJO,PR,40D2066872
LABORATORIO CLINICO TERESITA,laboratorioteresita.com,BAYAMON,PR,40D2077572
"PRYMED MEDICAL CARE, INC",prymed.org,VEGA BAJA,PR,40D2086085
LABORATORIO CLINICO BORINQUEN-ALEJANDRINO,laboratoriosborinquen.com,SAN JUAN,PR,40D2088055
LABORATORIO CLINICO PRINCIPAL CAPARRA,labprincipal.com,GUAYNABO,PR,40D2089662
LABORATORIO CLINICO SUNRISE BAY,premiummscpr.com,CAROLINA,PR,40D2093061
LABORATORIO CLINICO BORINQUEN -GURABO PRADERAS,laboratoriosborinquen.com,GURABO,PR,40D2095191
HIGH PROFILE LABORATORY MARAMAR,highprofilelab.com,GUAYNABO,PR,40D2096148
"LABORATORIO CLINICO PLAZA PALACIOS, INC",labplazapalacios.com,TOA ALTA,PR,40D2097128
CDT-CENTRO SAN CRISTOBAL,centrossancristobal.com,SANTA ISABEL,PR,40D2108889
EXPRESS CLINICAL LAB,misresultados.com,GUAYAMA,PR,40D2112768
LABORATORIO CLINICO HATO,misresultados.com,SAN LORENZO,PR,40D2116083
LABORATORIO CLINICO PERLA DEL PLATA,,COMERIO,PR,40D2116085
LABORATORIO CLINICO LOS PUERTOS,,DORADO,PR,40D2123303
METRO PAVIA CLINIC - AGUADILLA,metropaviaclinic.com,AGUADILLA,PR,40D2126577
LABORATORIO CLINICO PUNTA DIAMANTE,puertoricocercademi.com,PONCE,PR,40D2126786
LABORATORIO CLINICO PROFESIONAL EMANUEL-RIO CANAS,labclinprofemanuel.com,JUANA DIAZ,PR,40D2126789
LABORATORIO CLINICO VILLA ANA AGUAS BUENAS II,laboratoriovillaana.com,AGUAS BUENAS,PR,40D2129969
SANTURCE MEDICAL MALL CLINICAL LAB,santurcemedicalmall.com,SANTURCE,PR,40D2133089
LABORATORIO CLINICO COLON,laboratorioscolon.com,HUMACAO,PR,40D2162863
LABORATORIO CLINICO TRIXYMAR JARDINES DE ARROYO,labtrixymar.com,ARROYO,PR,40D2167585
LABORATORIO POLICLINICA BELLA VISTA,pri.bizdirlib.com,MAYAGUEZ,PR,40D2190383
LABORATORIO CLINICO LORIMAR,opendi.com.pr,SAN SEBASTIAN,PR,40D2211053
LABORATORIO CLINICO  CIUDADELA,misresultados.com,SAN JUAN,PR,40D2215152
LABORATORIO CLINICO EBENEZER,labclinicoebenezer.com,GUAYANILLA,PR,40D2217990
LABORATORIO CLINICO VAZQUEZ,,ARECIBO,PR,40D2222528
LABORATORIO CLINICO ELENA,puertoricocercademi.com,PONCE,PR,40D2228819
LABORATORIO CLINICO TERESITA,laboratorioteresita.com,DORADO,PR,40D2236306
"LABORATORIO CLINICO IRIZARRY GUASCH, INC SABANA GR",milaboratoriopr.com,SABANA GRANDE,PR,40D2236715
CDT CENTRO MEDICO DIAGNOSTICO MUNOZ RIVERA,mmm-pr.com,GUAYNABO,PR,40D2238080
LABORATORIO CLINICO MARIE-E,vivelopr.com,BAYAMON,PR,40D2241409
LABORATORIO CLINICO BIRRIEL,laboratoriofajardo.com,FAJARDO,PR,40D2242391
LABORATORIO CLINICO GALIZA,laboratoriogaliza.com,TOA ALTA,PR,40D2245255
LABORATORIO AMADOR LLC,puertoricocercademi.com,CIALES,PR,40D2257067
LABORATORIO CLINICO CANEY,puertoricocercademi.com,TRUJILLO ALTO,PR,40D2259798
LABORATORIO CLINICO LORANDRE,,MANATI,PR,40D2276624
"HIGH PROFILE LABORATORY PONCE, LLC",highprofilelab.com,PONCE,PR,40D2281228
LABORATORIO CLINICO SALUD Y VIDA,labsaludyvida.net,VEGA BAJA,PR,40D2283331
LABORATORIO CLINICO LA FE,npiindex.com,JUANA DIAZ,PR,40D2283645
LABORATORIO CLINICO BAYANEY,laboratorioomarys.com,AGUADILLA,PR,40D2285280
DONATELLO CLINICAL LAB,linktr.ee,BOQUERON,PR,40D2285979
LABORATORIO CLINICO MARINA,puertoricocercademi.com,MOCA,PR,40D2287572
PUERTO RICO PATHOLOGY LABORATORY,prpathology.com,SAN JUAN,PR,40D2288219
LABORATORIO CLINICO VEGA II,labclinicovega.com,ARECIBO,PR,40D2294358
LABORATORIO CLINICO DEL OESTE,laboratorioclinicodeloeste.com,AGUADILLA,PR,40D2294364
CLINICA FAMILIAR DE LUQUILLO,concilioloiza.org,LUQUILLO,PR,40D2294367
"CB LABORATORY, LLC",cblaboratory.my.canva.site,SAN JUAN,PR,40D2298378
LABORATORIO CLINICO LOS PUERTOS - MAGNOLIA,,BAYAMON,PR,40D2303458
LABORATORIO CLINICO KIKITA,,DORADO,PR,40D2309564
LABORATORIO CLINICO ORTIZ ROSADO LLC,,SAN GERMAN,PR,40D2313449
LABORATORIO CLINICO EL YUNQUE,,RIO GRANDE,PR,40D2313452
LABORATORIO CLINICO SAGRADA FAMILIA II,sagradafamilialaboratorio.com,JUANA DIAZ,PR,40D2314639
LABORATORIO CLINICO MOLECULAR RESTO,laboratorioclinicoresto.com,JUNCOS,PR,40D2315972
LABORATORIO CLINICO BORINQUEN-PLAZA PALMA REAL,laboratoriosborinquen.com,HUMACAO,PR,40D2324475
PHP ELITE CARE CLINICAL  LAB,npiindex.com,AGUADILLA,PR,40D2325257
LABORATORO CLINICO BORIQNUEN- RIVER TOWN,laboratoriosborinquen.com,BAYAMON,PR,40D2328499
LABORATORIO CLINICO BIENESTAR,npiindex.com,ARECIBO,PR,40D2329974
RHODE ISLAND STATE HEALTH LABORATORIES,health.ri.gov,PROVIDENCE,RI,41D0709206
"BROWN DERMATOLOGY, INC",brownderm.org,PROVIDENCE,RI,41D0902996
NORWOOD URGENT CARE,norwoodurgentcare.com,WALPOLE,MA,41D1053364
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,WEST COLUMBIA,SC,42D0249348
LABCORP OF AMERICA HOLDINGS,locations.labcorp.com,NORTH CHARLESTON,SC,42D0250796
SC DEPT OF PUBLIC HEALTH,dph.sc.gov,FLORENCE,SC,42D0251498
SCDHEC MIDLANDS PUBLIC HEALTH REGION,dph.sc.gov,COLUMBIA,SC,42D0658577
SC DPH PUBLIC HEALTH LABORATORY,dph.sc.gov,COLUMBIA,SC,42D0658606
CSL PLASMA OF COLUMBIA,cslplasma.com,COLUMBIA,SC,42D0862930
UPSTATE PUBLIC HEALTH REGION,achdonline.org,ANDERSON,SC,42D0877753
LEXINGTON/RICHLAND ALCOHOL & DRUG ABUSE COUNCIL,lradac.org,COLUMBIA,SC,42D1017083
CSL PLASMA INC,cslplasma.com,GREENVILLE,SC,42D2053986
PEE DEE PATHOLOGY-MYRTLE BEACH,pdpathology.com,MYRTLE BEACH,SC,42D2065056
CSL PLASMA INC,cslplasma.com,ROCK HILL,SC,42D2080507
POLARIS SKIN DIAGNOSTICS,polarisskindiagnostics.com,MYRTLE BEACH,SC,42D2179374
PRISMA HEALTH AMBULANCE SVC-MIDLANDS,prismahealth.org,COLUMBIA,SC,42D2310272
SOUTH DAKOTA PUBLIC HEALTH LABORATORY,doh.sd.gov,PIERRE,SD,43D0658941
SCSA DIAGNOSTICS INC,scsadiagnostics.com,BROOKINGS,SD,43D0975076
LABORATORY CORPORATION OF AMERICA RAPID CITY,locations.labcorp.com,RAPID CITY,SD,43D1034771
OMEGAQUANT ANALYTICS LLC,omegaquant.com,SIOUX FALLS,SD,43D1105229
"LABORATORY FOR KIDNEY PATHOLOGY, INC",kidneybiopsy.com,NASHVILLE,TN,44D0308047
"CSL PLASMA, INC",cslplasma.com,CHATTANOOGA,TN,44D0310207
STATE OF FRANKLIN HEALTHCARE,sofha.net,JOHNSON CITY,TN,44D0310629
"CSL PLASMA, INC",cslplasma.com,KNOXVILLE,TN,44D0312442
PATHOLOGISTS' LABORATORY PC,plpcpath.com,LEBANON,TN,44D0658995
TENNESSEE DEPARTMENT OF HEALTH,tn.gov,NASHVILLE,TN,44D0659062
KNOXVILLE REGIONAL LABORATORY,tn.gov,KNOXVILLE,TN,44D0659252
"CONSOLIDATED NUCLEAR SECURITY, LLC",cns-llc.us,OAK RIDGE,TN,44D0667228
WEST TENNESSEE REGIONAL BLOOD CENTER,lifelinebloodserv.org,JACKSON,TN,44D0668111
CSL PLASMA INC,cslplasma.com,KNOXVILLE,TN,44D0670222
MEHARRY SICKLE CELL CENTER LABORATORY,home.mmc.edu,NASHVILLE,TN,44D0859560
"CSL PLASMA, INC",cslplasma.com,MEMPHIS,TN,44D0868530
"ADVANCED BREATH DIAGNOSTICS, LLC",cairndiagnostics.com,BRENTWOOD,TN,44D0940011
UNIVERSITY OF TENNESSEE COLLEGE OF DENTISTRY,uthsc.edu,MEMPHIS,TN,44D0976823
CREATIVE TESTING SOLUTIONS,mycts.org,MEMPHIS,TN,44D1022793
MOUNTAIN STATES HEALTH ALLIANCE,balladhealth.org,JOHNSON CITY,TN,44D1105273
"JACKSON CLINIC, PA - INNOVATION PARK, THE",jacksonclinic.com,JACKSON,TN,44D2025887
"CSL PLASMA, INC",cslplasma.com,MADISON,TN,44D2036555
"DIAGNOSTIC PATHOLOGY SERVICES, PC",diagnosticpathologyservices.com,CHATTANOOGA,TN,44D2055320
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,MOUNT JULIET,TN,44D2134990
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,MC KENZIE,TN,44D2137534
"ASSOCIATED PATHOLOGISTS, LLC",associated-pathologists.com,FRANKLIN,TN,44D2141095
"ASSOCIATED PATHOLOGISTS, LLC",associated-pathologists.com,GALLATIN,TN,44D2141098
"ASSOCIATED PATHOLOGISTS, LLC",associated-pathologists.com,NASHVILLE,TN,44D2141666
"ASSOCIATED PATHOLOGISTS, LLC",associated-pathologists.com,SMYRNA,TN,44D2141683
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,CORDOVA,TN,44D2144395
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,TRENTON,TN,44D2153232
DAXOR CORPORATION,daxor.com,OAK RIDGE,TN,44D2159185
"NEW DAY DIAGNOSTICS, LLC",newdaydiagnostics.com,KNOXVILLE,TN,44D2184836
ACCUPATH DIAGNOSTIC LABORATORIES INC,acupath.com,CENTERVILLE,TN,44D2216543
"ASSOCIATED PATHOLOGISTS, LLC",associated-pathologists.com,MEMPHIS,TN,44D2243577
VANDERBILT DERMATOPATHOLOGY,vanderbilthealth.com,NASHVILLE,TN,44D2280179
"EAST TENNESSEE PATHOLOGY, PLLC DBA EAST TENNESSEE",easttnpathology.com,KNOXVILLE,TN,44D2281424
"EAST TENNESSEE PATHOLOGY, PLLC DBA EAST TENNESSEE",easttnpathology.com,POWELL,TN,44D2281425
"INNOVATIVE PATHOLOGY SERVICES, PLLC",innovativepathologyservices.org,KNOXVILLE,TN,44D2292138
CHRONETYX LLC,chronetyx.com,MEMPHIS,TN,44D2293926
"ASSOCIATED PATHOLOGISTS, LLC DBA PATHGROUP (KIP)",pathgroup.com,NASHVILLE,TN,44D2309613
AMERIPATH LUBBOCK 501(A),ameripath.com,ARLINGTON,TX,45D0484493
"CSL PLASMA, INC",cslplasma.com,FORT WORTH,TX,45D0485689
MISSION PEDIATRIC CENTER,valleypediatricclinic.com,MISSION,TX,45D0503810
CLINICAL PATHOLOGY ASSOCIATES,clinicalpathologyassociates.com,ABILENE,TX,45D0508312
TEXAS A&M ORAL PATHOLOGY SERVICES,dentistry.tamu.edu,DALLAS,TX,45D0659611
PATHOLOGY ASSOCS OF NORTH TEXAS PA,txpathology.com,WICHITA FALLS,TX,45D0659922
SAN ANTONIO METROPOLITAN HLTH DIST LAB,sa.gov,SAN ANTONIO,TX,45D0660409
CORPUS CHRISTI NUECES COUNTY PUBLIC HEALTH LAB,corpuschristitx.gov,CORPUS CHRISTI,TX,45D0660522
CITY OF LUBBOCK HEALTH DEPT LABORATORY,ci.lubbock.tx.us,LUBBOCK,TX,45D0660728
CSL PLASMA INC,cslplasma.com,SAN ANTONIO,TX,45D0669924
"CSL PLASMA, INC",cslplasma.com,SAN ANTONIO,TX,45D0670035
"CSL PLASMA, INC",cslplasma.com,DALLAS,TX,45D0672155
LABCORP,labcorp.com,HOUSTON,TX,45D0674994
SURGICAL PATHOLOGISTS OF DALLAS,spdallas.com,DALLAS,TX,45D0683439
SPECTRACELL LABORATORIES INC,spectracell.com,HOUSTON,TX,45D0710715
ST JOSEPH DERMATOPATHOLOGY,sjdermpath.com,HOUSTON,TX,45D0858722
CSL PLASMA INC,cslplasma.com,CORPUS CHRISTI,TX,45D0862927
CITY OF LAREDO HEALTH DEPARTMENT,cityoflaredo.com,LAREDO,TX,45D0892806
BIOLIFE PLASMA SERVICES,biolifeplasma.com,AUSTIN,TX,45D0893092
ABILENE-TAYLOR COUNTY PUBLIC HEALTH,abilenetx.gov,ABILENE,TX,45D0900079
AMERIPATH AT BAYLOR SURGICARE AT NORTH DALLAS,ameripath.com,DALLAS,TX,45D0934652
C G LABORATORIES INC,cg-labs.com,GRANBURY,TX,45D0954953
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,WICHITA FALLS,TX,45D0955169
PROPATH SERVICES LLC,propath.com,BEDFORD,TX,45D0959387
PROPATH SERVICES,propath.com,FORT WORTH,TX,45D0959391
ALL CHILDREN'S PEDIATRIC CLINIC P A,mcallencc.com,MCALLEN,TX,45D0994691
MATTISON PATHOLOGY,averodx.com,LUBBOCK,TX,45D1015603
WESTLAKE DERMATOLOGY AND COSMETIC SURGERY,westlakedermatology.com,AUSTIN,TX,45D1037562
DERMSURGERY ASSOCIATES,dermsurgery.org,KATY,TX,45D1064576
Q MED LABORATORY LLC,qmedlaboratory.com,EL PASO,TX,45D1081814
AMERIPATH AT CARROLLTON REGIONAL MEDICAL,ameripath.com,CARROLLTON,TX,45D1093524
"PROPATH ASSOCIATES, PLLC",propath.com,BEDFORD,TX,45D1100300
UT PHYSICIANS-BELLAIRE DERMPATH LAB,utphysicians.com,BELLAIRE,TX,45D2000791
OCULUS PATHOLOGY NORTH EAST BAPTIST PATHOLOGY,thinkoculus.com,SAN ANTONIO,TX,45D2007457
OCULUS PATHOLOGY MISSION TRAIL BAPTIST,thinkoculus.com,SAN ANTONIO,TX,45D2007460
OCULUS PATHOLOGY BAPTIST NORTH CENTRAL,thinkoculus.com,SAN ANTONIO,TX,45D2007462
"PRECISE PATHOLOGY ASSOCIATES, PLLC",precisepathology.com,THE WOODLANDS,TX,45D2012057
CORINTHIAN REFERENCE LAB,corinthianreferencelab.com,BENBROOK,TX,45D2020658
OCULUS PATHOLOGY,thinkoculus.com,AUSTIN,TX,45D2021404
"PATHOLOGIST BIO-MEDICAL LABORATORIES, PLLC",pbmlabs.com,DALLAS,TX,45D2023046
CREATIVE TESTING SOLUTIONS,mycts.org,SAN MARCOS,TX,45D2025792
PRISM PATHOLOGY LLC,prismpathology.com,DALLAS,TX,45D2027814
"CSL PLASMA, INC",cslplasma.com,DALLAS,TX,45D2039711
"COCKERELL DERMATOPATHOLOGY, PA",dermpath.com,DALLAS,TX,45D2057348
DALLAS FERTILITY CENTER- SOUTHLAKE,dallasfertility.com,SOUTHLAKE,TX,45D2064554
SAN ANTONIO METROPLITAN HEALTH DISTRICT LRN LAB,sanantonio.gov,SAN ANTONIO,TX,45D2071722
OCULUS PATHOLOGY RESOLUTE HOSPITAL,resolutehealth.com,NEW BRAUNFELS,TX,45D2080242
ADG HOUSTON PATH PLLC,adgpath.com,HOUSTON,TX,45D2080454
COCKERELL DERMATOPHATOLOGY PA,dermpath.com,HOUSTON,TX,45D2095015
AMERIPATH LUBBOCK 501(A),ameripath.com,FORT WORTH,TX,45D2104445
STAT LABORATORY,statlabstx.com,EL PASO,TX,45D2108488
TEXAS DIGESTIVE SPECIALISTS,gastrosouthtexas.com,HARLINGEN,TX,45D2119427
"CSL PLASMA, INC",cslplasma.com,HARLINGEN,TX,45D2125848
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,DECATUR,TX,45D2129433
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,BURLESON,TX,45D2132488
"PROPATH ASSOCIATES, PLLC",propath.com,FORT WORTH,TX,45D2134889
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,HOUSTON,TX,45D2137288
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,HOUSTON,TX,45D2137290
OCULUS PATHOLOGY ST DAVID'S HOSPITAL,thinkoculus.com,AUSTIN,TX,45D2155892
OCULUS PATHOLOGY ST DAVID'S ROUND ROCK HOSPITAL,stdavids.com,ROUND ROCK,TX,45D2157578
"CSL PLASMA, INC",cslplasma.com,EL PASO,TX,45D2159592
"CSL PLASMA, INC",cslplasma.com,MCALLEN,TX,45D2163312
QUEST DIAGNOSTICS CLEAR LAKE RRL,questdiagnostics.com,WEBSTER,TX,45D2169021
"CSL PLASMA, INC - EL PASO 279",cslplasma.com,EL PASO,TX,45D2172786
"CSL PLASMA, INC",cslplasma.com,AMARILLO,TX,45D2175677
EXPERT PATHOLOGY CONSULTATION SERVICES,expertpathologyconsultationservices.com,CARROLLTON,TX,45D2177874
OCULUS PATHOLOGY GUADALUPE REGIONAL,grmedcenter.com,SEGUIN,TX,45D2184928
IMMUNOGENOMICS LLC,immunogeno.com,SUGAR LAND,TX,45D2187903
ADVANCED PATHOLOGY INSTITUTE,advancedpathologyassociates.com,DALLAS,TX,45D2236404
"VITALOGY SKINCARE, DBA LAKEWAY, TX",vitalogyskincare.com,LAKEWAY,TX,45D2245266
"ELISABETH BROCKIE, DO",,DALLAS,TX,45D2255982
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,DALLAS,TX,45D2257350
HERISTAR HEALTH LLC,heristar.com,MISSOURI CITY,TX,45D2270409
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,IRVING,TX,45D2275843
"CONCORD LIFE SCIENCES, LLC",concordlifesciences.com,AUSTIN,TX,45D2276348
"ACIES TX, LLC",acies.consulting,BOERNE,TX,45D2277321
TRIAS PATHOLOGY DIAGNOSTICS,triasdx.com,HOUSTON,TX,45D2278079
"PRECISION LABORATORY SERVICES, LLC",precisionlabllc.com,SPRING,TX,45D2278987
OCULUS PATHOLOGY CENTRAL PARK SURGERY FROZEN ROOM,thinkoculus.com,AUSTIN,TX,45D2279052
OCULUS PATHOLOGY BAILEY SQUARE FROZEN ROOM,thinkoculus.com,AUSTIN,TX,45D2280099
"SOZO DX, LLC",sozodx.com,ROCKWALL,TX,45D2284894
"SAGIS, PLLC",sagisdx.com,FLOWER MOUND,TX,45D2286014
PATHOLOGY REFERENCE LABORATORY WEST,pathreflab.com,EL PASO,TX,45D2286097
CALLONDOC,callondoc.com,DALLAS,TX,45D2287784
ABDA LABS LLC,abdalabs.com,AUSTIN,TX,45D2301956
CEDAR DIAGNOSTICS,cedarsdiagnostics.com,CEDAR PARK,TX,45D2303412
OCULUS PATHOLOGY LAKE GRANBURY MEDICAL,lakegranburymedicalcenter.com,GRANBURY,TX,45D2308658
OCULUS PATHOLOGY WESTOVER HILLS,thinkoculus.com,SAN ANTONIO,TX,45D2308917
LUCIDDX LABS,luciddx.com,IRVING,TX,45D2310485
VRL SAN ANTONIO LLC,vrlsat.com,SAN ANTONIO,TX,45D2312303
LABWORX NORTHEAST LLC,labworxllc.com,TYLER,TX,45D2319557
DERMSURGERY DERMATOPATHOLOGY,dermsurgery.org,BELLAIRE,TX,45D2319628
PATHOLOGY ASSOCIATES OF SAN ANTONIO,pathology-associates.com,SAN ANTONIO,TX,45D2319885
"BIOGENIX DIAGNOSTICS, LLC",biogenix-diagnostics.com,SPRING,TX,45D2320018
"LABWORX SOUTH, LLC",southtexaslabs.com,TYLER,TX,45D2323477
"LABWORX MIDWEST, LLC",labworxllc.com,TYLER,TX,45D2323478
WOMEN'S & MEN'S HEALTH SERVICES OF THE COASTAL,wamhs.org,CORPUS CHRISTI,TX,45D2333663
SKIN PATHOLOGY CONSULTANTS OF UTAH PC,merchantcircle.com,MURRAY,UT,46D0523887
UTAH PUBLIC HEALTH LABORATORY,uphl.utah.gov,TAYLORSVILLE,UT,46D0660877
CSL PLASMA INC - SALT LAKE CITY,cslplasma.com,SALT LAKE CITY,UT,46D0862929
INTERMOUNTAIN HEALTH LIFE FLIGHT,intermountainhealthcare.org,SALT LAKE CITY,UT,46D0959710
